,Date,Open,High,Low,Close,Volume,Market Cap
0,2021-05-09,5.08e-06,1.006e-05,4.38e-06,7.5e-06,440217994.12,0
1,2021-05-08,1.85e-06,6.37e-06,1.85e-06,5.06e-06,306822888.72,0
2,2021-05-07,1.29e-06,2.5e-06,1.19e-06,1.85e-06,45196409.26,0
3,2021-05-06,1.34e-06,1.34e-06,1.2e-06,1.3e-06,4086492.88,0
4,2021-05-05,1.31e-06,1.49e-06,1.22e-06,1.34e-06,11966666.44,0
5,2021-05-04,1.11e-06,1.51e-06,1.04e-06,1.3e-06,12703495.96,0
6,2021-05-03,1.18e-06,1.27e-06,1.06e-06,1.11e-06,5024003.27,0
7,2021-05-02,1.39e-06,1.39e-06,1.13e-06,1.17e-06,5897916.97,0
8,2021-05-01,1.43e-06,1.54e-06,1.25e-06,1.39e-06,11378175.59,0
9,2021-04-30,1.23e-06,1.58e-06,1.21e-06,1.43e-06,16650307.73,0
10,2021-04-29,1.46e-06,1.49e-06,1.16e-06,1.23e-06,21998135.23,0
11,2021-04-28,9.7e-07,1.53e-06,8.7e-07,1.46e-06,27193531.48,0
12,2021-04-27,1.2e-06,1.24e-06,8e-07,9.7e-07,14214871.53,0
13,2021-04-26,1.39e-06,1.48e-06,1.19e-06,1.2e-06,8905492.94,0
14,2021-04-25,1.6e-06,1.76e-06,1.24e-06,1.39e-06,13492813.68,0
15,2021-04-24,1.17e-06,1.8e-06,1.11e-06,1.6e-06,28540461.17,0
16,2021-04-23,1.62e-06,1.79e-06,1.02e-06,1.17e-06,29735456.45,0
17,2021-04-22,1.61e-06,2.25e-06,1.4e-06,1.62e-06,45371641.3,0
18,2021-04-21,4.46e-06,4.49e-06,1.25e-06,1.61e-06,97977493.8,0
19,2021-04-20,3.82e-06,8.9e-06,2.61e-06,4.44e-06,359681438.63,0
20,2021-04-19,1.18e-06,4.18e-06,1.03e-06,3.84e-06,67665880.33,0
21,2021-04-18,1.36e-06,1.44e-06,7.6e-07,1.17e-06,33903998.84,0
22,2021-04-17,3.7e-07,1.76e-06,2.9e-07,1.36e-06,79688102.89,0
23,2021-04-16,3e-08,4e-07,3e-08,3.7e-07,12148341.85,0
24,2021-04-15,2e-08,4e-08,2e-08,4e-08,111812.2,0
25,2021-04-14,2e-08,2e-08,2e-08,2e-08,17552.32,0
26,2021-04-13,4e-08,5e-08,2e-08,2e-08,285589.33,0
27,2021-04-12,2e-08,4e-08,2e-08,4e-08,83307.08,0
28,2021-04-11,2e-08,3e-08,2e-08,2e-08,96279.73,0
29,2021-04-10,2e-08,2e-08,1e-08,2e-08,29692.52,0
30,2021-04-09,2e-08,2e-08,2e-08,2e-08,7924.79,0
31,2021-04-08,2e-08,2e-08,2e-08,2e-08,6279.94,0
