,Date,Open,High,Low,Close,Volume,Market Cap
0,2021-05-09,0.10753527,0.11744913,0.09240354,0.11410831,6102.18,2093190.21
1,2021-05-08,0.10380204,0.12052736,0.09761661,0.10736926,2399.53,1969569.85
2,2021-05-07,0.11148194,0.11440007,0.10247813,0.10388534,1503.09,1905661.04
3,2021-05-06,0.1198039,0.12015036,0.1092017,0.11150611,1597.2,2045455.67
4,2021-05-05,0.10908029,0.12002073,0.10471824,0.11979944,2211.96,2197587.64
5,2021-05-04,0.1047763,0.11157395,0.09816956,0.10908965,4378.5,2001128.33
6,2021-05-03,0.10124728,0.1114634,0.098494,0.10477941,2774.64,1922061.87
7,2021-05-02,0.09749707,0.11886779,0.09178443,0.09922521,1696.44,1820176.25
8,2021-05-01,0.09608259,0.1016264,0.0953174,0.0974734,963.31,1788041.22
9,2021-04-30,0.0899482,0.09654581,0.08918721,0.09609718,1177.78,1762796.04
10,2021-04-29,0.08657731,0.09024562,0.08431964,0.08999853,634.62,1650922.97
11,2021-04-28,0.08298451,0.08726754,0.08056888,0.08657539,103.92,1588129.31
12,2021-04-27,0.08411139,0.08589761,0.0796955,0.08298456,1091.8,1522259.5
13,2021-04-26,0.08244122,0.08605115,0.08102906,0.08411864,1216.48,1543062.94
14,2021-04-25,0.07866015,0.08740277,0.07763307,0.08243698,1302.93,1512214.87
15,2021-04-24,0.09125902,0.09136893,0.07865119,0.07865119,1966.23,1442768.72
16,2021-04-23,0.08276302,0.0917577,0.07450739,0.09122243,0.0,1673374.03
17,2021-04-22,0.08138845,0.09040871,0.0798133,0.08278706,0.0,1518636.6
18,2021-04-21,0.10690065,0.10852476,0.07069449,0.08128237,7498.86,1491034.79
19,2021-04-20,0.09064951,0.10908571,0.08558486,0.10659479,1736.4,1955363.01
20,2021-04-19,0.08685898,0.10203804,0.08596318,0.09025971,3937.65,1655714.14
21,2021-04-18,0.08995366,0.09672401,0.07958921,0.08679828,2096.18,1592217.94
22,2021-04-17,0.09266441,0.09722647,0.08786293,0.09003482,0.0,1651588.79
23,2021-04-16,0.08717927,0.0946561,0.08289985,0.09262397,1511.21,1699083.84
24,2021-04-15,0.07734324,0.08815498,0.07692212,0.08724731,5454.98,1600454.97
25,2021-04-14,0.08519721,0.08994481,0.07694937,0.07733427,2500.24,1418611.33
26,2021-04-13,0.08198977,0.08867155,0.08198476,0.08494841,473.91,1558284.2
27,2021-04-12,0.08239936,0.08381675,0.08109858,0.08196611,0.0,1503577.14
28,2021-04-11,0.0817414,0.08270366,0.0811262,0.08241435,0.0,1511799.66
29,2021-04-10,0.07441908,0.08172829,0.07416433,0.08172829,971.19,1499214.59
30,2021-04-09,0.07458755,0.07522847,0.07373118,0.07440449,0.0,1364867.65
31,2021-04-08,0.07549291,0.08054134,0.0741006,0.07460095,1506.32,1368471.6
32,2021-04-07,0.07862533,0.08001587,0.07375068,0.07575116,199.32,1389570.82
33,2021-04-06,0.08116926,0.08299533,0.07624856,0.07862777,805.75,1442339.03
34,2021-04-05,0.08959031,0.08961127,0.07807562,0.08110868,1200.11,1487848.59
35,2021-04-04,0.09303277,0.09652135,0.08953471,0.08968468,1034.28,1645165.79
36,2021-04-03,0.09801799,0.09866163,0.0929212,0.09335208,0.0,1712440.1
37,2021-04-02,0.08965318,0.09892982,0.08670194,0.09776906,3057.8,1793464.74
38,2021-04-01,0.09868717,0.1008455,0.08672619,0.08914206,1945.42,1635212.0
39,2021-03-31,0.10099376,0.10906213,0.09653146,0.09892842,2514.96,1814731.88
40,2021-03-30,0.09968608,0.10166102,0.09424403,0.1010171,1404.26,1853046.4
41,2021-03-29,0.10563845,0.11307688,0.09933699,0.09967881,1997.99,1828497.03
42,2021-03-28,0.06840589,0.10824688,0.06776754,0.10562194,6112.2,1937517.09
43,2021-03-27,0.0719517,0.07342806,0.06833711,0.06840489,790.18,1303766.68
44,2021-03-26,0.06782321,0.07202527,0.06190959,0.07202527,2580.29,1372769.46
45,2021-03-25,0.06769453,0.06893368,0.06638075,0.0678494,0.0,1293179.23
46,2021-03-24,0.07132582,0.07389567,0.06661718,0.06780126,0.0,1292261.67
47,2021-03-23,0.0662627,0.07332637,0.06546033,0.07136825,988.75,1360246.96
48,2021-03-22,0.07014116,0.07088563,0.06577353,0.06628133,0.0,1263292.5
49,2021-03-21,0.06403221,0.07095316,0.06307848,0.06992257,1284.83,1332692.92
50,2021-03-20,0.05192569,0.06589867,0.05187096,0.06413721,2427.35,1222426.67
51,2021-03-19,0.05118662,0.05263652,0.05002214,0.05189043,0.0,989008.49
52,2021-03-18,0.05244086,0.05312789,0.0508198,0.05117966,0.0,975461.47
53,2021-03-17,0.05212297,0.05395782,0.0511613,0.05243053,144.85,999302.44
54,2021-03-16,0.05190614,0.05256833,0.04983636,0.05212258,0.0,993433.08
55,2021-03-15,0.05425196,0.05465649,0.05073463,0.05190706,0.0,989325.45
56,2021-03-14,0.0558914,0.0558914,0.05353869,0.05425108,0.0,1034001.46
57,2021-03-13,0.05127351,0.05619174,0.05017914,0.05589047,0.0,1065247.44
58,2021-03-12,0.05290428,0.05310934,0.05017349,0.0512739,0.0,977257.56
59,2021-03-11,0.05381314,0.05405068,0.05131803,0.05290383,334.64,1008323.41
60,2021-03-10,0.05567119,0.05590622,0.0527395,0.05381263,0.0,1025644.67
61,2021-03-09,0.06047855,0.0642767,0.05441329,0.05567061,2532.4,1061056.92
62,2021-03-08,0.05962124,0.06062169,0.05704876,0.06047397,549.93,1152606.93
63,2021-03-07,0.05733307,0.05972653,0.05649011,0.05962415,0.0,1136409.72
64,2021-03-06,0.05910485,0.06171158,0.05311623,0.05733304,2811.49,1092742.1
65,2021-03-05,0.05478021,0.05961884,0.05211256,0.0591045,851.19,1126505.48
66,2021-03-04,0.05643904,0.05763706,0.05382474,0.05477843,0.0,1044052.49
67,2021-03-03,0.05570808,0.05969643,0.05323927,0.05644273,1896.75,1075773.21
68,2021-03-02,0.06042755,0.06170621,0.05475279,0.05570886,318.3,1061786.09
69,2021-03-01,0.05923227,0.06259192,0.05798758,0.06042556,845.52,1151684.19
70,2021-02-28,0.05672096,0.0600237,0.05276932,0.05923234,727.19,1128941.94
71,2021-02-27,0.06052905,0.06419005,0.05568471,0.05672064,828.71,1081070.1
72,2021-02-26,0.05780944,0.06520268,0.05663071,0.06053099,735.75,1153693.61
73,2021-02-25,0.05937379,0.06218635,0.05737961,0.05781124,671.63,1101856.51
74,2021-02-24,0.05497903,0.05938464,0.05323334,0.05937488,1048.99,1131658.74
75,2021-02-23,0.05547912,0.05676707,0.04744196,0.05497995,1218.45,1047893.36
76,2021-02-22,0.06032584,0.06043428,0.0503856,0.05542976,0.0,1056466.59
77,2021-02-21,0.06192365,0.06381455,0.0586122,0.06032728,879.64,1149810.99
78,2021-02-20,0.07265092,0.07542508,0.06055314,0.06192317,1725.08,1180227.98
79,2021-02-19,0.06613253,0.07315392,0.06495401,0.07264774,1053.0,1384633.43
80,2021-02-18,0.06933707,0.07267966,0.06583207,0.06613152,1200.24,1260437.28
81,2021-02-17,0.07160783,0.07260333,0.06766251,0.06933671,904.4,1321526.66
82,2021-02-16,0.07155629,0.0733562,0.06971838,0.07160643,0.0,1364786.66
83,2021-02-15,0.07271893,0.07372509,0.06782659,0.07155276,0.0,1363763.67
84,2021-02-14,0.07409821,0.07543711,0.0724209,0.07271804,192.93,1385973.36
85,2021-02-13,0.08117969,0.08185858,0.07074435,0.07409831,2698.76,1412280.81
86,2021-02-12,0.07730516,0.08192506,0.07555222,0.08117985,250.44,1547251.71
87,2021-02-11,0.0758284,0.07834687,0.07412351,0.07730415,23.17,1473382.58
88,2021-02-10,0.07839571,0.08036191,0.07324274,0.07582959,248.61,1445278.06
89,2021-02-09,0.08285435,0.08351648,0.07051311,0.07839997,11963.75,1494268.42
90,2021-02-08,0.07649238,0.08288029,0.07440165,0.08285217,13845.24,1579125.34
91,2021-02-07,0.07690241,0.07806668,0.071212,0.07649256,386.74,1465374.75
92,2021-02-06,0.08361681,0.08447261,0.07689614,0.07690284,790.48,1473234.52
93,2021-02-05,0.07130024,0.08381035,0.07010527,0.08361704,2381.65,1601859.03
94,2021-02-04,0.07909083,0.08056503,0.0691047,0.07130037,1056.52,1365907.48
95,2021-02-03,0.08923332,0.08981112,0.07151358,0.07909062,3177.11,1515146.04
96,2021-02-02,0.08078244,0.09791363,0.07661402,0.08923265,4186.98,1709437.82
97,2021-02-01,0.07763357,0.08083293,0.07510389,0.08077781,0.0,1547467.72
98,2021-01-31,0.07721524,0.07906145,0.07568177,0.07763455,596.65,1487252.07
99,2021-01-30,0.07369818,0.07747081,0.07090403,0.07721588,552.77,1479231.51
100,2021-01-29,0.07135214,0.08014582,0.06773536,0.07369856,2055.66,1411849.94
101,2021-01-28,0.06741303,0.07420661,0.06645331,0.06970702,678.42,1297695.54
102,2021-01-27,0.07009871,0.07069772,0.06436164,0.06742023,1631.28384623,1255123.68237973
103,2021-01-26,0.06821505,0.07088998,0.0644928,0.07010021,32.05707019,1305015.36402442
104,2021-01-25,0.0704166,0.07384591,0.065102,0.06821676,1041.55858923,1269952.28553182
105,2021-01-24,0.06876902,0.07459686,0.06696497,0.07041831,1313.26756291,1310937.25394165
106,2021-01-23,0.06667898,0.07061572,0.06526475,0.06877015,419.11713525,1280254.2555999
107,2021-01-22,0.07450253,0.10490745,0.06612694,0.06668201,12119.63325305,1241380.66359489
108,2021-01-21,0.0810252,0.08106076,0.07144324,0.07449891,1434.10446147,1386903.3131608
109,2021-01-20,0.08442024,0.0856454,0.07840464,0.08102553,2076.06590054,1508405.72056988
110,2021-01-19,0.09019296,0.09280016,0.08358054,0.08441938,2468.29897698,1571587.09892484
111,2021-01-18,0.0883542,0.09022114,0.0852951,0.0901952,0.0,1679112.25840383
112,2021-01-17,0.08547249,0.09498161,0.08340574,0.08835185,2282.8799432,1644795.58513912
113,2021-01-16,0.08472976,0.08971256,0.08336699,0.08547156,654.55828031,1591174.81667701
114,2021-01-15,0.08765203,0.09019631,0.07583871,0.08472963,1247.23085546,1577362.79479916
115,2021-01-14,0.0815001,0.10049448,0.07504114,0.08764812,7200.24452527,1631694.57322439
116,2021-01-13,0.08170308,0.08828395,0.0795197,0.08149895,2377.3966185,1517219.02404313
117,2021-01-12,0.10149222,0.1015674,0.07936841,0.08170891,4951.63994709,1521127.8265939
118,2021-01-11,0.08179386,0.11173792,0.06789058,0.10148445,11837.30449382,1889277.56913832
119,2021-01-10,0.11521976,0.12162823,0.07482254,0.08179295,10117.99712863,1522692.39862663
120,2021-01-09,0.08270157,0.12337931,0.06113437,0.11521437,15317.49214195,2144879.76529267
121,2021-01-08,0.0909397,0.0913971,0.07638139,0.08270143,2263.4621097,1539604.93764383
122,2021-01-07,0.06793882,0.10043107,0.06223759,0.09088178,8689.90403302,1691893.77629701
123,2021-01-06,0.05626569,0.07175826,0.05424137,0.06794339,11516.0090273,1264862.961952
124,2021-01-05,0.07047154,0.07608315,0.05533894,0.05624349,4288.47463873,1047052.77276214
125,2021-01-04,0.08201646,0.08274002,0.06667893,0.07047274,4925.65815373,1311950.45350467
126,2021-01-03,0.05963679,0.08416482,0.05495971,0.0820193,5368.26472575,1526906.11959596
127,2021-01-02,0.05872141,0.06342502,0.05226298,0.05963075,8814.25224329,1110111.47751531
128,2021-01-01,0.03308642,0.05878006,0.02781872,0.05872011,12297.4233972,1093158.58776404
129,2020-12-31,0.0368295,0.03697305,0.03134479,0.03308648,3892.28774031,615952.02959771
130,2020-12-30,0.04317824,0.0437418,0.03321075,0.03683045,4377.2309046,685651.25468981
131,2020-12-29,0.04411446,0.04447585,0.03612662,0.04317989,5799.63226435,803855.09840415
132,2020-12-28,0.04683816,0.04872235,0.03838194,0.04411421,7911.40587434,821248.90979745
133,2020-12-27,0.06196038,0.06272575,0.04647235,0.04683771,6890.50127896,871950.79233942
134,2020-12-26,0.07631179,0.07633658,0.05351104,0.06196107,16706.84596047,1153493.58616959
135,2020-12-25,0.07823362,0.07844626,0.06418326,0.07631011,14383.7429842,1420621.35936873
136,2020-12-24,0.07162636,0.07843428,0.0696567,0.07823726,966.35958489,1456497.99374464
137,2020-12-23,0.08071088,0.09159151,0.06977083,0.07162397,8502.6058776,1333382.31967105
138,2020-12-22,0.08475836,0.08487925,0.07509074,0.08071045,7412.78229529,1502540.01700427
139,2020-12-21,0.09756563,0.09865088,0.07847447,0.08476066,13278.9900288,1577940.45829403
140,2020-12-20,0.10374044,0.10374044,0.08875095,0.0975654,10326.57666362,1816318.98486295
141,2020-12-19,0.11312822,0.1137837,0.1022622,0.1037394,21514.28646129,1931256.79016924
142,2020-12-18,0.11453589,0.11981162,0.10073969,0.11312654,79711.02659916,2106011.77600521
143,2020-12-17,0.14170469,0.14171406,0.10204325,0.11453788,73516.90640851,2132285.86871556
144,2020-12-16,0.10627104,0.15618919,0.08653755,0.14170728,111731.44529495,2638082.93110033
145,2020-12-15,0.12635343,0.13349041,0.09620803,0.10626737,84402.79345981,1978318.6093911
146,2020-12-14,0.11734436,0.15558689,0.1068126,0.12635788,45586.13078272,2352331.99406827
147,2020-12-13,0.11437449,0.12461327,0.10527168,0.1173423,38557.51242292,2184494.09254651
148,2020-12-12,0.1333602,0.13348539,0.10277708,0.11437156,34687.52772612,2129189.56391675
149,2020-12-11,0.14764607,0.14765595,0.08560826,0.13335693,192892.83010616,2482629.23411517
150,2020-12-10,0.16165082,0.17850577,0.13213825,0.14765136,101632.77813874,2748740.40615365
151,2020-12-09,0.16333102,0.17255842,0.13156957,0.16164654,117860.27824443,3009280.65108221
152,2020-12-08,0.16154816,0.17647772,0.11194637,0.16333072,261488.63402119,3040634.14529481
153,2020-12-07,0.21342185,0.23505598,0.12017253,0.16155139,422835.11763376,3007509.24282665
154,2020-12-06,0.17632407,0.25055115,0.17126614,0.21341718,446255.08078986,3973064.8600376
