,Date,Open,High,Low,Close,Volume,Market Cap
0,2021-05-09,0.0166155,0.01869993,0.01426242,0.01854869,1070420.83,0
1,2021-05-08,0.01043695,0.01759328,0.00987883,0.01661475,1167511.78,0
2,2021-05-07,0.01153969,0.01153969,0.00850207,0.01043896,649700.42,0
3,2021-05-06,0.01283896,0.01285583,0.0089387,0.01152458,734663.96,0
4,2021-05-05,0.0110385,0.01408656,0.0110385,0.01284556,757939.5,0
5,2021-05-04,0.01690233,0.01830798,0.01095611,0.01099747,732177.02,0
6,2021-05-03,0.01244899,0.01718843,0.01208131,0.01684996,1163811.67,0
7,2021-05-02,0.00919682,0.01253863,0.00852369,0.01243461,785225.06,0
8,2021-05-01,0.00821037,0.00938949,0.00787053,0.00919979,570082.09,0
9,2021-04-30,0.00924934,0.00939157,0.00784771,0.00821085,368375.36,0
10,2021-04-29,0.00876895,0.00927528,0.00842538,0.00925181,160539.82,0
11,2021-04-28,0.00873297,0.00899027,0.00828577,0.00876603,528717.78,0
12,2021-04-27,0.01033491,0.01086343,0.00838575,0.00872645,276494.25,0
13,2021-04-26,0.01125794,0.01246872,0.00931715,0.01034197,702315.13,0
14,2021-04-25,0.01074307,0.01165271,0.01050436,0.01124377,720882.28,0
15,2021-04-24,0.01476386,0.0149671,0.0107176,0.01075571,714982.09,0
16,2021-04-23,0.0169923,0.01734038,0.01114227,0.01477938,876840.51,0
17,2021-04-22,0.02199121,0.02391258,0.01646109,0.01701476,990206.27,0
18,2021-04-21,0.02016344,0.02304195,0.01966425,0.02197431,1402204.01,0
19,2021-04-20,0.02166031,0.0240632,0.01521925,0.02014695,1392638.65,0
20,2021-04-19,0.02416636,0.02638562,0.01922913,0.02166187,1379540.25,0
21,2021-04-18,0.02411912,0.0307535,0.01997814,0.02414822,1627453.31,0
22,2021-04-17,0.01349432,0.04214886,0.01348612,0.02414273,2030645.82,0
23,2021-04-16,0.01520829,0.01862317,0.01254134,0.01350804,828784.15,0
24,2021-04-15,0.01765688,0.01787859,0.01263689,0.01519946,404521.19,0
25,2021-04-14,0.01118248,0.01780525,0.01106801,0.01764793,992208.06,0
26,2021-04-13,0.01429012,0.01494945,0.01091587,0.01120278,488361.82,0
27,2021-04-12,0.00978629,0.01539813,0.00839985,0.01430255,943453.31,0
28,2021-04-11,0.0109807,0.01373274,0.00943475,0.00978591,597876.99,0
29,2021-04-10,0.00962132,0.01214555,0.00863536,0.01097918,668250.8,0
30,2021-04-09,0.0096687,0.00990187,0.00739364,0.00961924,503290.95,0
31,2021-04-08,0.01100183,0.01117395,0.00793211,0.00966807,562238.65,0
32,2021-04-07,0.01060906,0.0112911,0.00973651,0.01102535,654757.49,0
33,2021-04-06,0.01055941,0.01170176,0.01052552,0.01061345,636897.01,0
34,2021-04-05,0.01190029,0.01200499,0.01019902,0.01054589,668678.87,0
35,2021-04-04,0.01036562,0.01226214,0.01009078,0.01189937,693461.05,0
36,2021-04-03,0.01257543,0.01296294,0.01021752,0.01036705,294155.07,0
37,2021-04-02,0.01350016,0.01392468,0.01040601,0.01257439,811078.69,0
38,2021-04-01,0.01048455,0.01442932,0.01048455,0.0135005,864430.77,0
39,2021-03-31,0.0126437,0.013635,0.01034923,0.01048513,667781.92,0
40,2021-03-30,0.01207616,0.01564217,0.01108852,0.01264562,790988.35,0
41,2021-03-29,0.01407778,0.01540863,0.01177122,0.01207656,757351.14,0
42,2021-03-28,0.0141874,0.02115811,0.01224924,0.01407985,958983.26,0
43,2021-03-27,0.01801432,0.01985511,0.01403077,0.01419319,664791.41,0
44,2021-03-26,0.01703657,0.03072522,0.01703657,0.01801785,1266907.86,0
45,2021-03-25,0.00858924,0.02818199,0.00828682,0.01704168,1208004.77,0
